DATE,DOW,RATE_CODE,MARKET_CODE,RATE_DESC,NO_ROOMS,REVENUE
6/11/2017,Sun,FCM,CONS,Flight Center Corporate (FCM),0,0
6/11/2017,Sun,FIJI,CORP,Fiji Water Negotiated,1,300
6/11/2017,Sun,FINCHLEY,CORP,Finchley Group,0,0
6/11/2017,Sun,FLM,CORP,First Look Media,0,0
6/11/2017,Sun,FOUNDER,CORP,Founderscard,1,204
6/11/2017,Sun,FROSCH,CONS,Frosch Hotel Collection,0,0
6/11/2017,Sun,FTOURN,WHOL,Tourico Holiday Advance Purchase,0,0
6/11/2017,Sun,FULLSCREEN,CORP,Fullscreen Inc. Negotiated,0,0
6/11/2017,Sun,GETAROOM,DIST,Get A Room - Standalone,0,0
6/11/2017,Sun,GETAROOMPR,DIST,Get A Room - Promotional Rate Plan,0,0
6/11/2017,Sun,GETAROOMPS,DIST,Get A Room - Private Sale Rate Plan,1,222
6/11/2017,Sun,GETFLY,PKG,"Get Fly, Ride with Us package",0,0
6/11/2017,Sun,GETINTIMATE,PKG,Get Intimate Package,0,0
6/11/2017,Sun,GETITALL,PKG,Get it All Package,0,0
6/11/2017,Sun,GETLOCAL,PKG,Get Local Package,0,0
6/11/2017,Sun,GETLOVE,PKG,Get Love Package,0,0
6/11/2017,Sun,GETPAMPERED,PKG,Get Pampered Package,0,0
6/11/2017,Sun,GM,CORP,General Motors,0,0
6/11/2017,Sun,GOLD,CORP,Goldman Sachs,1,340
6/11/2017,Sun,GSM,CONS,GSM Travel,0,0
6/11/2017,Sun,GTA,WHOL,GTA Travel North America - Dynamic Free CXL,0,0
6/11/2017,Sun,GTA2,WHOL,GTA Static Rates,0,0
6/11/2017,Sun,GUESS,CORP,Guess,0,0
6/11/2017,Sun,HALCYON,CORP,"Halcyon Asset Management, LLC",0,0
6/11/2017,Sun,HAVAS,CORP,Havas,0,0
6/11/2017,Sun,HCHEER,PKG,Holiday Cheer Package,0,0
6/11/2017,Sun,HICKORY,CONS,Hickory Global Partners Travel,0,0
6/11/2017,Sun,HLWN,PKG,Get Spooked - Halloween Package,0,0
6/11/2017,Sun,HMH,CORP,Houghton Mifflin Harcourt,0,0
6/11/2017,Sun,HOLTREN,CORP,Holt Renfrew,1,370
6/11/2017,Sun,HONEYMOON,PKG,Get Hitched Package,0,0
6/11/2017,Sun,HOTELWEEK,PKG,Hotel Week,0,0
6/11/2017,Sun,HRG,CONS,HRG,0,0
6/11/2017,Sun,HW0,DIST,HOTWIRE - Opaque,0,0
6/11/2017,Sun,IBM,CORP,IBM,0,0
6/11/2017,Sun,INDUSTRY,SPEC,Travel Agent Discount,0,0
6/11/2017,Sun,INTERPAR,CORP,Interparfums Corporate Rate,0,0
6/11/2017,Sun,IPG,CORP,IPG,0,0
6/11/2017,Sun,JETLUXE,CORP,Jetluxe Inc Negotiated,0,0
6/11/2017,Sun,JTB,CONS,JTB Consortia,0,0
6/11/2017,Sun,KAO,CORP,"Kao USA, Inc.",0,0
6/11/2017,Sun,LI&FUNG,CORP,LI FUNG GBG,0,0
6/11/2017,Sun,LIMITED,CORP,L Brands (Limited Brands),0,0
6/11/2017,Sun,LINKEDIN,CORP,LinkedIn,0,0
6/11/2017,Sun,LIST,RACK,Welcome,0,0
6/11/2017,Sun,LIZ,CORP,Kate Spade & Company (formerly Fifth & Pacific/Liz Claiborne),0,0
6/11/2017,Sun,LOISLANE,CORP,Lois Lane Travel,0,0
6/11/2017,Sun,MAG,CORP,Magellan Vacations,2,783.2
6/11/2017,Sun,MAGAP30,CORP,Magellan 30 Day Advanced Purchase Promo Rate,0,0
6/11/2017,Sun,MAGLOS5,CORP,Magellan Exclusive Offer,1,284
6/11/2017,Sun,MAGNET,CORP,Magellan Vacations Special Offer,0,0
6/11/2017,Sun,MAR,RACK,Last chance Rate - Zephyr ONLY,0,0
6/11/2017,Sun,MEDIA/PR,SPEC,Special Media & PR rates,0,0
6/11/2017,Sun,MESIROW,CORP,Mesirow Financial Corp,0,0
6/11/2017,Sun,MGDISC,CORP,Magma Global,0,0
6/11/2017,Sun,MONIQUE,CORP,Monique Lhuillier,0,0
6/11/2017,Sun,NESTLE,CORP,Nestl� Skin Health-Galderma,0,0
6/11/2017,Sun,NEWERA,CORP,New Era Cap Co.,0,0
6/11/2017,Sun,NIKE,CORP,Nike,0,0
6/11/2017,Sun,NYE17,PKG,DO NOT USE-New Year's Eve at Gansevoort,0,0
6/11/2017,Sun,NYESPC,RACK,Insider New Year�s Eve Offer,0,0
6/11/2017,Sun,NYLIFE,CORP,New York Life,4,1260
6/11/2017,Sun,OMEGA,CONS,Omega World Travel,0,0
6/11/2017,Sun,ONECLUB,CORP,One Club Corporate Rate,0,0
6/11/2017,Sun,OVA,CONS,Ovation Travel / Lawyers Travel,0,0
6/11/2017,Sun,OVAPRO,CORP,Ovation Promotion,0,0
6/11/2017,Sun,OVERSEA,CORP,Oversea's Travel,0,0
6/11/2017,Sun,PARKNG,PKG,Valet Parking Package,0,0
6/11/2017,Sun,PERNOD,CORP,Pernod Ricard,0,0
6/11/2017,Sun,POP,CORP,Popsugar,0,0
6/11/2017,Sun,PRICELNOTA,DIST,Priceline OTA Free Cancellation,0,0
6/11/2017,Sun,PRO,CONS,Protravel,0,0
6/11/2017,Sun,PROM2,RACK,DO NOT USE-Best Available Rate,28,8928.65
6/11/2017,Sun,PROWORLD,CORP,Project Worldwide,0,0
6/11/2017,Sun,PUBLICIS,CORP,Publicis Groupe,0,0
6/11/2017,Sun,PVH,CORP,PVH Corp,0,0
6/11/2017,Sun,QUINN,CORP,Quinn Emanuel,1,400
6/11/2017,Sun,R&R,PKG,Rejuvenate & Relax,0,0
6/11/2017,Sun,RACK,RACK,Rack Rate,0,0
6/11/2017,Sun,RADIUS,CONS,Radius Consortia,0,0
6/11/2017,Sun,RADIUSNET,CONS,Radius Non Commish Rate,0,0
6/11/2017,Sun,RSB,WHOL,Russian Service Bureau,0,0
6/11/2017,Sun,SAKS5,CORP,Saks Fifth Avenue (Mexico),0,0
6/11/2017,Sun,SCRIP,CORP,Scripps Networks,0,0
6/11/2017,Sun,SECRETESC,DIST,Secret Escapes,0,0
6/11/2017,Sun,SHARE,RACK,Share with reservation* Do not use anymore,0,0
6/11/2017,Sun,SHUTTER,CORP,Shutterstock,0,0
6/11/2017,Sun,SNOW,RACK,Snowstorm,0,0
6/11/2017,Sun,SONY,CORP,Sony Corporation,3,765
6/11/2017,Sun,SPEC,SPEC,Special Rate,7,2075
6/11/2017,Sun,SR,CORP,SR Travel Services,0,0
6/11/2017,Sun,STAYPROMO1,RACK,"Stay 3 Nights, Get 20% Off",0,0
6/11/2017,Sun,STAYPROMO2,RACK,"Stay 4 Nights, Get 25% Off",0,0
6/11/2017,Sun,STAYPROMO3,RACK,"Stay 5 Nights, Get 30% Off",0,0
6/11/2017,Sun,SUITEDEALS,RACK,Suiiteness Promotion,7,3198
6/11/2017,Sun,SUITENESS,DIST,Suiteness OTA,0,0
6/11/2017,Sun,SUITEWEEKEND,RACK,"Suite Weekend Promotion - Stay 1 Night, Get 15% or Stay 2 Nights, Get 20%",0,0
6/11/2017,Sun,SUITEWKEND2,RACK,"Suite Weekend Promotion - Stay 1 Night, Get 15% or Stay 2 Nights, Get 20%",0,0
6/11/2017,Sun,TABLET,DIST,Tablet Hotels,1,365
6/11/2017,Sun,TABLETPRO,DIST,Tablet Advance Purchase Rate,0,0
6/11/2017,Sun,TARGET,CORP,Target,0,0
6/11/2017,Sun,TEAM,WHOL,Team America,0,0
6/11/2017,Sun,THOR,CONS,Thor Consortia,0,0
6/11/2017,Sun,TIFFANY,CORP,Tiffany's & Co,1,345
6/11/2017,Sun,TIME,CORP,Time Warner Entertainment,0,0
6/11/2017,Sun,TJX,CORP,"TJX Companies, INC",0,0
6/11/2017,Sun,TONIGHT,DIST,Hotel Tonight,0,0
6/11/2017,Sun,TOURICO,WHOL,Tourico Holidays,1,428
6/11/2017,Sun,TOURICO2,WHOL,Tourico Holidays - Static Rates,0,0
6/11/2017,Sun,TRANSPORT,CONS,Travel & Transport,0,0
6/11/2017,Sun,TRAVIMP,WHOL,Travel Impressions,0,0
6/11/2017,Sun,TRVLSVRS,CONS,TravelSavers Consortia,0,0
6/11/2017,Sun,TSELECT,CONS,1 Travel Leaders Select Hotels & Resorts (BAR),0,0
6/11/2017,Sun,TZELL,CONS,1 Travel Leaders Worldwide Program,3,921.8
6/11/2017,Sun,UBM,CORP,United Business Media,0,0
6/11/2017,Sun,ULTRAMAR,CORP,Ultramar Travel,0,0
6/11/2017,Sun,UPSELL,RACK,Upsell * Do not use anymore,0,225
6/11/2017,Sun,USTRAVEL,CORP,USA Travel Pro,0,0
6/11/2017,Sun,VALUE,CORP,Value Retail,0,0
6/11/2017,Sun,VIA,CORP,VIA Agency,0,0
6/11/2017,Sun,VIRTSUMMER,CONS,Virtuoso Suite Deal Summer Deal,1,488
6/11/2017,Sun,VIRTUO,CONS,Virtuoso Hotel & Resort Program,0,0
6/11/2017,Sun,VQ2,CONS,Virtuoso Promo 2 - GDK & Suites,0,0
6/11/2017,Sun,WELLS,CORP,Wells Fargo,0,0
6/11/2017,Sun,WEWORK,CORP,WeWork - The Physical Social Network,0,0
6/11/2017,Sun,WGS,CORP,William Grant and Sons,0,0
6/11/2017,Sun,WIN,CONS,WIN Consortia,0,0
6/11/2017,Sun,WMEIMG,CORP,WME | IMG,0,0
6/11/2017,Sun,WMG,CORP,Wasserman Media Group,0,0
6/11/2017,Sun,WPP,CORP,WPP,2,650
6/11/2017,Sun,ZGFA,CORP,Zimmer Gunsul and Frasca Architects LLP,0,0
6/12/2017,Mon,AAA,RACK,AAA Hotel Lodging Program,3,1333.2
6/12/2017,Mon,ABC,CONS,ABC Consortia,0,0
6/12/2017,Mon,ABU,CORP,Abu Dhabi Investment Council,0,0
6/12/2017,Mon,ACTIVISION,CORP,Activision Blizzard,0,0
6/12/2017,Mon,AGODA,DIST,Agoda OTA Free Cancellation,0,0
6/12/2017,Mon,AGODAAPS,DIST,Agoda OTA - Non-Refundable Prepaid,2,411.83
6/12/2017,Mon,AGODAOPQ,DIST,Agoda/Priceline Opaque,4,1303.74
6/12/2017,Mon,AICP,CORP,Aicp,0,0
6/12/2017,Mon,AKAMAI,CORP,Akamai Technologies,1,355
6/12/2017,Mon,ALTOUR,CONS,Altour Hotel Collection (Includes Cont Brkfast and Amenities),0,0
6/12/2017,Mon,ALTPRP,CONS,Altour Preferred Rate Program (No amenities),0,0
6/12/2017,Mon,AMAZON,CORP,Amazon/Zappos,1,340
6/12/2017,Mon,AMEX,CONS,American Express,1,405
6/12/2017,Mon,AOL,CORP,Oath Inc.,0,0
6/12/2017,Mon,AP10,RACK,Advanced Purchase Rate,0,0
6/12/2017,Mon,AP30,RACK,90 Day Advanced Purchase Promotion,3,1603
6/12/2017,Mon,AP5,RACK,7 Day Advanced Purchase Promo Rate,0,0
6/12/2017,Mon,APPT,CORP,Appointment Group,0,0
6/12/2017,Mon,ARF,CORP,Advertising Research Foundation,0,0
6/12/2017,Mon,ASB,CORP,American Standard Brands,0,0
6/12/2017,Mon,ASCENA,CORP,Ascena Retail Group,0,0
6/12/2017,Mon,ASP,CORP,Aspen Travel,4,1540
6/12/2017,Mon,AXIOM,CORP,Axiom Cornerstone Commodities,0,0
6/12/2017,Mon,BAR,RACK,Best Available Rate,0,0
6/12/2017,Mon,BARCLAYS,CORP,Barclays,0,0
6/12/2017,Mon,BART,SPEC,Barter/Trade,0,0
6/12/2017,Mon,BCD,CONS,BCD/BCP,0,0
6/12/2017,Mon,BCG,CORP,Boston Consulting Group,0,0
6/12/2017,Mon,BFAST,PKG,Bed & Breakfast Package,0,0
6/12/2017,Mon,BLUE,CORP,Blue Cube Travel,0,0
6/12/2017,Mon,BONO,WHOL,Bonotel Dynamic Free Cancellation,1,370
6/12/2017,Mon,BONOPRO,WHOL,Bonotel Promotion,1,375
6/12/2017,Mon,BOOK,DIST,Booking.com,7,3049.5
6/12/2017,Mon,BOOK20,DIST,Booking.com 20% off,0,0
6/12/2017,Mon,BOOKINT,DIST,Booking.com International,0,0
6/12/2017,Mon,BOOKINT2,DIST,Booking.com International 2,0,0
6/12/2017,Mon,BOOKNF,DIST,Booking.com Non-Refundable 10%,3,1364
6/12/2017,Mon,BOOKPRO,DIST,Booking.com Special Offer (Promotion),3,1294.5
6/12/2017,Mon,BOUNCE15,RACK,Bounce/Fall Back Rate - *Use Source Code when book directly,0,0
6/12/2017,Mon,BROADRIDGE,CORP,"Broadridge Financial Solutions, Inc",0,0
6/12/2017,Mon,BUSTLE,CORP,Bustle Negotiated Rate,2,770
6/12/2017,Mon,CCRA,CONS,CCRA Consortia,0,0
6/12/2017,Mon,CHICO,CORP,Chico's FAS,0,0
6/12/2017,Mon,CHRISTIES,CORP,Christie's,0,0
6/12/2017,Mon,CITI,CORP,Citgroup,4,1140
6/12/2017,Mon,CMRTRACK,CORP,Consumer Track,0,0
6/12/2017,Mon,COZY,PKG,Get Cozy Package,0,0
6/12/2017,Mon,CPT,CORP,Columbia Property Trust,0,0
6/12/2017,Mon,CREDIT,CORP,Credit Suisse,8,2560
6/12/2017,Mon,CRITEO,CORP,CRITEO Corporate rate,0,0
6/12/2017,Mon,CRSIGHT,CORP,Credit Sights,0,0
6/12/2017,Mon,CWT,CONS,Carlson Wagonlit,2,837
6/12/2017,Mon,CYBER,RACK,Cyber Monday Sale,0,0
6/12/2017,Mon,CYBERSUITE,RACK,Cyber Monday Sale - Suite Code,0,0
6/12/2017,Mon,CYCLE,PKG,Tour De Domestique Cycling Package,0,0
6/12/2017,Mon,DER,CONS,Der Consortia Program,0,0
6/12/2017,Mon,EAGLE,CORP,American Eagle Outfitters,0,0
6/12/2017,Mon,EGENCIA,DIST,DO NOT USE-Egencia Corporate Travel (Expedia),3,829.44
6/12/2017,Mon,ELEMIS,CORP,Elemis,0,0
6/12/2017,Mon,EMBASSY,CORP,Embassy Row,1,345
6/12/2017,Mon,ENTER,CORP,Entertainment Industry Rate,9,4284
6/12/2017,Mon,EXEC,CORP,Executive Reservation,1,350
6/12/2017,Mon,EXPAPNF,DIST,Expedia Advanced Purchase - NF,2,591.6
6/12/2017,Mon,EXPDEXC,DIST,Expedia Collect,3,996.4
6/12/2017,Mon,EXPDHTC,DIST,Expedia Hotel Collect,6,2793
6/12/2017,Mon,EXPDPKG,DIST,Expedia Package,3,842.8
6/12/2017,Mon,EXPPROMO,DIST,Expedia Advance Purchase Promo,11,3449.16
6/12/2017,Mon,EXPRESS,CORP,Express,1,395
6/12/2017,Mon,FACEBOOK,CORP,Facebook,1,365
6/12/2017,Mon,FANATICS,CORP,Fanatics,0,0
6/12/2017,Mon,FCM,CONS,Flight Center Corporate (FCM),0,0
6/12/2017,Mon,FIJI,CORP,Fiji Water Negotiated,2,495
6/12/2017,Mon,FINCHLEY,CORP,Finchley Group,0,0
6/12/2017,Mon,FLM,CORP,First Look Media,0,0
6/12/2017,Mon,FOUNDER,CORP,Founderscard,1,360
6/12/2017,Mon,FROSCH,CONS,Frosch Hotel Collection,0,0
6/12/2017,Mon,FTOURN,WHOL,Tourico Holiday Advance Purchase,0,0
6/12/2017,Mon,FULLSCREEN,CORP,Fullscreen Inc. Negotiated,0,0
6/12/2017,Mon,GETAROOM,DIST,Get A Room - Standalone,0,0
6/12/2017,Mon,GETAROOMPR,DIST,Get A Room - Promotional Rate Plan,0,0
6/12/2017,Mon,GETAROOMPS,DIST,Get A Room - Private Sale Rate Plan,0,0
6/12/2017,Mon,GETFLY,PKG,"Get Fly, Ride with Us package",0,0
6/12/2017,Mon,GETINTIMATE,PKG,Get Intimate Package,0,0
6/12/2017,Mon,GETITALL,PKG,Get it All Package,0,0
6/12/2017,Mon,GETLOCAL,PKG,Get Local Package,0,0
6/12/2017,Mon,GETLOVE,PKG,Get Love Package,0,0
6/12/2017,Mon,GETPAMPERED,PKG,Get Pampered Package,0,0
6/12/2017,Mon,GM,CORP,General Motors,0,0
6/12/2017,Mon,GOLD,CORP,Goldman Sachs,1,340
6/12/2017,Mon,GSM,CONS,GSM Travel,0,0
6/12/2017,Mon,GTA,WHOL,GTA Travel North America - Dynamic Free CXL,0,0
6/12/2017,Mon,GTA2,WHOL,GTA Static Rates,1,343.18
6/12/2017,Mon,GUESS,CORP,Guess,0,0
6/12/2017,Mon,HALCYON,CORP,"Halcyon Asset Management, LLC",0,0
6/12/2017,Mon,HAVAS,CORP,Havas,0,0
6/12/2017,Mon,HCHEER,PKG,Holiday Cheer Package,0,0
6/12/2017,Mon,HICKORY,CONS,Hickory Global Partners Travel,0,0
6/12/2017,Mon,HLWN,PKG,Get Spooked - Halloween Package,0,0
6/12/2017,Mon,HMH,CORP,Houghton Mifflin Harcourt,0,0
6/12/2017,Mon,HOLTREN,CORP,Holt Renfrew,0,0
6/12/2017,Mon,HONEYMOON,PKG,Get Hitched Package,0,0
6/12/2017,Mon,HOTELWEEK,PKG,Hotel Week,0,0
6/12/2017,Mon,HRG,CONS,HRG,0,0
6/12/2017,Mon,HW0,DIST,HOTWIRE - Opaque,0,0
6/12/2017,Mon,IBM,CORP,IBM,1,299
6/12/2017,Mon,INDUSTRY,SPEC,Travel Agent Discount,0,0
6/12/2017,Mon,INTERPAR,CORP,Interparfums Corporate Rate,0,0
6/12/2017,Mon,IPG,CORP,IPG,0,0
6/12/2017,Mon,JETLUXE,CORP,Jetluxe Inc Negotiated,0,0
6/12/2017,Mon,JTB,CONS,JTB Consortia,0,0
6/12/2017,Mon,KAO,CORP,"Kao USA, Inc.",0,0
6/12/2017,Mon,LI&FUNG,CORP,LI FUNG GBG,0,0
6/12/2017,Mon,LIMITED,CORP,L Brands (Limited Brands),0,0
6/12/2017,Mon,LINKEDIN,CORP,LinkedIn,0,0
6/12/2017,Mon,LIST,RACK,Welcome,0,0
6/12/2017,Mon,LIZ,CORP,Kate Spade & Company (formerly Fifth & Pacific/Liz Claiborne),0,0
6/12/2017,Mon,LOISLANE,CORP,Lois Lane Travel,0,0
6/12/2017,Mon,MAG,CORP,Magellan Vacations,1,550
6/12/2017,Mon,MAGAP30,CORP,Magellan 30 Day Advanced Purchase Promo Rate,0,0
6/12/2017,Mon,MAGLOS5,CORP,Magellan Exclusive Offer,1,428
6/12/2017,Mon,MAGNET,CORP,Magellan Vacations Special Offer,0,0
6/12/2017,Mon,MAR,RACK,Last chance Rate - Zephyr ONLY,0,0
6/12/2017,Mon,MEDIA/PR,SPEC,Special Media & PR rates,0,0
6/12/2017,Mon,MESIROW,CORP,Mesirow Financial Corp,1,410
6/12/2017,Mon,MGDISC,CORP,Magma Global,0,0
6/12/2017,Mon,MONIQUE,CORP,Monique Lhuillier,0,0
6/12/2017,Mon,NESTLE,CORP,Nestl� Skin Health-Galderma,0,0
6/12/2017,Mon,NEWERA,CORP,New Era Cap Co.,1,360
6/12/2017,Mon,NIKE,CORP,Nike,0,0
6/12/2017,Mon,NYE17,PKG,DO NOT USE-New Year's Eve at Gansevoort,0,0
6/12/2017,Mon,NYESPC,RACK,Insider New Year�s Eve Offer,0,0
6/12/2017,Mon,NYLIFE,CORP,New York Life,6,2005
6/12/2017,Mon,OMEGA,CONS,Omega World Travel,0,0
6/12/2017,Mon,ONECLUB,CORP,One Club Corporate Rate,0,0
6/12/2017,Mon,OVA,CONS,Ovation Travel / Lawyers Travel,2,770
6/12/2017,Mon,OVAPRO,CORP,Ovation Promotion,0,0
6/12/2017,Mon,OVERSEA,CORP,Oversea's Travel,0,0
6/12/2017,Mon,PARKNG,PKG,Valet Parking Package,0,0
6/12/2017,Mon,PERNOD,CORP,Pernod Ricard,0,0
6/12/2017,Mon,POP,CORP,Popsugar,0,0
6/12/2017,Mon,PRICELNOTA,DIST,Priceline OTA Free Cancellation,0,0
6/12/2017,Mon,PRO,CONS,Protravel,0,0
6/12/2017,Mon,PROM2,RACK,DO NOT USE-Best Available Rate,38,18083.65
6/12/2017,Mon,PROWORLD,CORP,Project Worldwide,0,0
6/12/2017,Mon,PUBLICIS,CORP,Publicis Groupe,6,2054
6/12/2017,Mon,PVH,CORP,PVH Corp,0,0
6/12/2017,Mon,QUINN,CORP,Quinn Emanuel,2,850
6/12/2017,Mon,R&R,PKG,Rejuvenate & Relax,0,0
6/12/2017,Mon,RACK,RACK,Rack Rate,0,0
6/12/2017,Mon,RADIUS,CONS,Radius Consortia,0,0
6/12/2017,Mon,RADIUSNET,CONS,Radius Non Commish Rate,0,0
6/12/2017,Mon,RSB,WHOL,Russian Service Bureau,0,0
6/12/2017,Mon,SAKS5,CORP,Saks Fifth Avenue (Mexico),0,0
6/12/2017,Mon,SCRIP,CORP,Scripps Networks,0,0
6/12/2017,Mon,SECRETESC,DIST,Secret Escapes,0,0
6/12/2017,Mon,SHARE,RACK,Share with reservation* Do not use anymore,0,0
6/12/2017,Mon,SHUTTER,CORP,Shutterstock,0,0
6/12/2017,Mon,SNOW,RACK,Snowstorm,0,0
6/12/2017,Mon,SONY,CORP,Sony Corporation,2,830
6/12/2017,Mon,SPEC,SPEC,Special Rate,12,3280
6/12/2017,Mon,SR,CORP,SR Travel Services,0,0
6/12/2017,Mon,STAYPROMO1,RACK,"Stay 3 Nights, Get 20% Off",0,0
6/12/2017,Mon,STAYPROMO2,RACK,"Stay 4 Nights, Get 25% Off",0,0
6/12/2017,Mon,STAYPROMO3,RACK,"Stay 5 Nights, Get 30% Off",0,0
6/12/2017,Mon,SUITEDEALS,RACK,Suiiteness Promotion,5,2859
6/12/2017,Mon,SUITENESS,DIST,Suiteness OTA,0,0
6/12/2017,Mon,SUITEWEEKEND,RACK,"Suite Weekend Promotion - Stay 1 Night, Get 15% or Stay 2 Nights, Get 20%",0,0
6/12/2017,Mon,SUITEWKEND2,RACK,"Suite Weekend Promotion - Stay 1 Night, Get 15% or Stay 2 Nights, Get 20%",0,0
6/12/2017,Mon,TABLET,DIST,Tablet Hotels,1,515
6/12/2017,Mon,TABLETPRO,DIST,Tablet Advance Purchase Rate,0,0
6/12/2017,Mon,TARGET,CORP,Target,0,0
6/12/2017,Mon,TEAM,WHOL,Team America,0,0
6/12/2017,Mon,THOR,CONS,Thor Consortia,1,400.5
6/12/2017,Mon,TIFFANY,CORP,Tiffany's & Co,3,1035
6/12/2017,Mon,TIME,CORP,Time Warner Entertainment,0,0
6/12/2017,Mon,TJX,CORP,"TJX Companies, INC",3,1005
6/12/2017,Mon,TONIGHT,DIST,Hotel Tonight,0,0
6/12/2017,Mon,TOURICO,WHOL,Tourico Holidays,0,0
6/12/2017,Mon,TOURICO2,WHOL,Tourico Holidays - Static Rates,0,0
6/12/2017,Mon,TRANSPORT,CONS,Travel & Transport,0,0
6/12/2017,Mon,TRAVIMP,WHOL,Travel Impressions,0,0
6/12/2017,Mon,TRVLSVRS,CONS,TravelSavers Consortia,0,0
6/12/2017,Mon,TSELECT,CONS,1 Travel Leaders Select Hotels & Resorts (BAR),0,0
6/12/2017,Mon,TZELL,CONS,1 Travel Leaders Worldwide Program,1,385
6/12/2017,Mon,UBM,CORP,United Business Media,1,365
6/12/2017,Mon,ULTRAMAR,CORP,Ultramar Travel,0,0
6/12/2017,Mon,UPSELL,RACK,Upsell * Do not use anymore,0,100
6/12/2017,Mon,USTRAVEL,CORP,USA Travel Pro,0,0
6/12/2017,Mon,VALUE,CORP,Value Retail,0,0
6/12/2017,Mon,VIA,CORP,VIA Agency,0,0
6/12/2017,Mon,VIRTSUMMER,CONS,Virtuoso Suite Deal Summer Deal,1,612
6/12/2017,Mon,VIRTUO,CONS,Virtuoso Hotel & Resort Program,1,445
6/12/2017,Mon,VQ2,CONS,Virtuoso Promo 2 - GDK & Suites,0,0
6/12/2017,Mon,WELLS,CORP,Wells Fargo,1,355
6/12/2017,Mon,WEWORK,CORP,WeWork - The Physical Social Network,0,0
6/12/2017,Mon,WGS,CORP,William Grant and Sons,0,0
6/12/2017,Mon,WIN,CONS,WIN Consortia,0,0
6/12/2017,Mon,WMEIMG,CORP,WME | IMG,0,0
6/12/2017,Mon,WMG,CORP,Wasserman Media Group,0,0
6/12/2017,Mon,WPP,CORP,WPP,7,2490
6/12/2017,Mon,ZGFA,CORP,Zimmer Gunsul and Frasca Architects LLP,1,355
6/13/2017,Tue,AAA,RACK,AAA Hotel Lodging Program,5,2644
6/13/2017,Tue,ABC,CONS,ABC Consortia,0,0
6/13/2017,Tue,ABU,CORP,Abu Dhabi Investment Council,0,0
6/13/2017,Tue,ACTIVISION,CORP,Activision Blizzard,0,0
6/13/2017,Tue,AGODA,DIST,Agoda OTA Free Cancellation,0,0
6/13/2017,Tue,AGODAAPS,DIST,Agoda OTA - Non-Refundable Prepaid,0,0
6/13/2017,Tue,AGODAOPQ,DIST,Agoda/Priceline Opaque,5,1489.93
6/13/2017,Tue,AICP,CORP,Aicp,0,0
6/13/2017,Tue,AKAMAI,CORP,Akamai Technologies,0,0
6/13/2017,Tue,ALTOUR,CONS,Altour Hotel Collection (Includes Cont Brkfast and Amenities),0,0
6/13/2017,Tue,ALTPRP,CONS,Altour Preferred Rate Program (No amenities),0,0
6/13/2017,Tue,AMAZON,CORP,Amazon/Zappos,0,0
6/13/2017,Tue,AMEX,CONS,American Express,1,544.5
6/13/2017,Tue,AOL,CORP,Oath Inc.,0,0
6/13/2017,Tue,AP10,RACK,Advanced Purchase Rate,0,0
6/13/2017,Tue,AP30,RACK,90 Day Advanced Purchase Promotion,2,1211
6/13/2017,Tue,AP5,RACK,7 Day Advanced Purchase Promo Rate,0,0
6/13/2017,Tue,APPT,CORP,Appointment Group,0,0
6/13/2017,Tue,ARF,CORP,Advertising Research Foundation,0,0
6/13/2017,Tue,ASB,CORP,American Standard Brands,0,0
6/13/2017,Tue,ASCENA,CORP,Ascena Retail Group,0,0
6/13/2017,Tue,ASP,CORP,Aspen Travel,4,1540
6/13/2017,Tue,AXIOM,CORP,Axiom Cornerstone Commodities,0,0
6/13/2017,Tue,BAR,RACK,Best Available Rate,0,0
6/13/2017,Tue,BARCLAYS,CORP,Barclays,3,1005
6/13/2017,Tue,BART,SPEC,Barter/Trade,0,0
6/13/2017,Tue,BCD,CONS,BCD/BCP,2,1215
6/13/2017,Tue,BCG,CORP,Boston Consulting Group,0,0
6/13/2017,Tue,BFAST,PKG,Bed & Breakfast Package,0,0
6/13/2017,Tue,BLUE,CORP,Blue Cube Travel,0,0
6/13/2017,Tue,BONO,WHOL,Bonotel Dynamic Free Cancellation,1,370
6/13/2017,Tue,BONOPRO,WHOL,Bonotel Promotion,1,399
6/13/2017,Tue,BOOK,DIST,Booking.com,3,1304.5
6/13/2017,Tue,BOOK20,DIST,Booking.com 20% off,0,0
6/13/2017,Tue,BOOKINT,DIST,Booking.com International,0,0
6/13/2017,Tue,BOOKINT2,DIST,Booking.com International 2,2,754
6/13/2017,Tue,BOOKNF,DIST,Booking.com Non-Refundable 10%,3,1296
6/13/2017,Tue,BOOKPRO,DIST,Booking.com Special Offer (Promotion),5,2150.05
6/13/2017,Tue,BOUNCE15,RACK,Bounce/Fall Back Rate - *Use Source Code when book directly,0,0
6/13/2017,Tue,BROADRIDGE,CORP,"Broadridge Financial Solutions, Inc",0,0
6/13/2017,Tue,BUSTLE,CORP,Bustle Negotiated Rate,2,770
6/13/2017,Tue,CCRA,CONS,CCRA Consortia,0,0
6/13/2017,Tue,CHICO,CORP,Chico's FAS,0,0
6/13/2017,Tue,CHRISTIES,CORP,Christie's,0,0
6/13/2017,Tue,CITI,CORP,Citgroup,5,1425
6/13/2017,Tue,CMRTRACK,CORP,Consumer Track,0,0
6/13/2017,Tue,COZY,PKG,Get Cozy Package,0,0
6/13/2017,Tue,CPT,CORP,Columbia Property Trust,0,0
